USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root           1  0.0  0.3  23804 14640 ?        Ss   18:43   0:01 /sbin/init
dani        3033  0.0  0.2  21164  9156 ?        S    18:45   0:00 /usr/lib/speech-dispatcher-modules/sd_espeak-ng /etc/speech-dispatcher/modules/
dani        4182  0.0  1.9 2426872 77912 ?       Sl   18:47   0:01 /usr/lib/firefox-esr/firefox-esr -contentproc -isForBrowser -prefsHandle 0:40731 -prefMapHandle 1:270726 -jsInitHandle 2:242716 -parentBuildID 20260106170501 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {4da6d96b-c762-4899-8bb2-ef32dbe547cb} -parentPid 2560 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser 42 tab
dani        4186  0.0  1.9 2426872 77892 ?       Sl   18:47   0:01 /usr/lib/firefox-esr/firefox-esr -contentproc -isForBrowser -prefsHandle 0:40731 -prefMapHandle 1:270726 -jsInitHandle 2:242716 -parentBuildID 20260106170501 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {bfacbf13-e817-4774-9d99-e5e6709c190e} -parentPid 2560 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser 43 tab
dani        4188  0.0  1.9 2426872 78088 ?       Sl   18:47   0:01 /usr/lib/firefox-esr/firefox-esr -contentproc -isForBrowser -prefsHandle 0:40731 -prefMapHandle 1:270726 -jsInitHandle 2:242716 -parentBuildID 20260106170501 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {b360dc76-9765-40cc-9531-6f7829c4bd67} -parentPid 2560 -crashReporter 6 -crashHelper 7 -greomni /usr/lib/firefox-esr/omni.ja -appomni /usr/lib/firefox-esr/browser/omni.ja -appDir /usr/lib/firefox-esr/browser 44 tab
root        4242  0.0  0.3  19820 12960 ?        Ss   18:47   0:00 sshd-session: dani [priv]
dani        4251  0.0  0.1  19952  7472 ?        S    18:47   0:01 sshd-session: dani@pts/1
dani        4252  0.0  0.1   8904  5888 pts/1    Ss   18:47   0:00 -bash
root        4266  0.0  0.0      0     0 ?        S    18:47   0:00 [scsi_eh_6]
root        4267  0.0  0.0      0     0 ?        I<   18:47   0:00 [kworker/R-scsi_tmf_6]
root        4269  2.4  0.0      0     0 ?        S    18:47   0:47 [usb-storage]
root        4272  0.0  0.0      0     0 ?        I<   18:47   0:00 [kworker/R-uas]
root        4445  0.0  0.0      0     0 ?        I    18:50   0:00 [kworker/u18:1-flush-254:0]
root        4546  0.0  0.0      0     0 ?        I    19:06   0:00 [kworker/3:0-events]
root        4575  0.0  0.0      0     0 ?        I    19:07   0:00 [kworker/u20:0-flush-254:0]
dani        4578  0.9  9.1 1062304 363960 ?      Sl   19:07   0:06 /home/dani/Descargas/tsetup.6.4.2/Telegram/Telegram
root        4645  0.0  0.0      0     0 ?        I    19:07   0:00 [kworker/u18:2-events_unbound]
root        4666  0.0  0.0      0     0 ?        I    19:08   0:00 [kworker/1:1-mm_percpu_wq]
root        4675  0.0  0.0      0     0 ?        I    19:10   0:00 [kworker/2:0-mm_percpu_wq]
root        4683  0.0  0.0      0     0 ?        I    19:11   0:00 [kworker/u17:1-events_unbound]
root        4712  0.0  0.0      0     0 ?        I    19:13   0:00 [kworker/0:0-events]
root        4734  0.0  0.0      0     0 ?        I    19:14   0:00 [kworker/1:2-events]
root        4753  0.0  0.0      0     0 ?        I    19:15   0:00 [kworker/2:1-events]
root        4763  0.0  0.1  12208  6292 pts/1    S    19:16   0:00 su -
root        4767  0.0  0.1   8676  5584 pts/1    S    19:16   0:00 -bash
root        4781  0.0  0.0      0     0 ?        I    19:18   0:00 [kworker/3:1-events]
root        4792  300  0.1   9736  4388 pts/1    R+   19:19   0:00 ps auxww
